action,new_state,reward,state
77.0,"[ 80 200 320  40 180 280  60 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  40  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   1   1   0
   0   1   1   1   1   1   1   1   0]",-5.357065395156528,"[ 80 200 320  40 180 280  60 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  40  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   1   1   0
   1   1   1   1   1   1   1   1   0]"
40.0,"[ 80 200 320  40 180 280  60 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  40  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   1   1   0
   0   1   1   1   1   1   1   1   0]",-4.56673781291382,"[ 80 200 320  40 180 280  60 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  40  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   1   1   0
   0   1   1   1   1   1   1   1   0]"
74.0,"[ 80 200 320  40 180 280  60 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   1   1   0
   0   1   1   1   1   1   1   1   0]",-4.091188038206761,"[ 80 200 320  40 180 280  60 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  40  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   1   1   0
   0   1   1   1   1   1   1   1   0]"
36.0,"[ 80 200 320  40 180 280  80 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   1   1   0
   0   1   1   1   1   1   1   1   0]",-5.851220276467885,"[ 80 200 320  40 180 280  60 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   1   1   0
   0   1   1   1   1   1   1   1   0]"
59.0,"[ 80 200 320  40 180 280  80 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]",-4.601467626934193,"[ 80 200 320  40 180 280  80 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   1   1   0
   0   1   1   1   1   1   1   1   0]"
26.0,"[ 80 200 320  40 180 280  80 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]",-5.808153360292018,"[ 80 200 320  40 180 280  80 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  40  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]"
73.0,"[ 80 200 320  40 180 280  80 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]",-6.212476242646474,"[ 80 200 320  40 180 280  80 200 320  80 160 320  40 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]"
86.0,"[ 80 200 320  40 180 280  80 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]",-5.681075546824069,"[ 80 200 320  40 180 280  80 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  40
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]"
37.0,"[ 80 200 320  40 180 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]",-4.330901911903016,"[ 80 200 320  40 180 280  80 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]"
25.0,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]",-6.354347830936944,"[ 80 200 320  40 180 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]"
75.0,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]",-4.755920443360372,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  42  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]"
40.0,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]",-4.6238655856646265,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]"
11.0,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]",-5.970695913833815,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]"
65.0,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.1611373057461325,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   1   0
   0   1   1   1   1   1   1   1   0]"
1.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.644898880850268,"[ 80 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
79.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-5.4169470921644525,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 180 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
38.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 320
  40 180 320  42  40  40  40  42  40  46  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-3.21142719841593,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 320
  40 180 320  42  40  40  40  42  40  44  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
111.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 320
  40 180 320  42  40  40  40  42  40  46  38  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.749038877869341,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 320
  40 180 320  42  40  40  40  42  40  46  38  38  36  40  38  40  40  42
  40  40  40  40  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
103.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  38  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-5.047804704095094,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 320
  40 180 320  42  40  40  40  42  40  46  38  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
45.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-5.62071964706957,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  38  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
57.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-5.542861211193635,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
38.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-5.463420327700607,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
100.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-5.168374620845595,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
26.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-5.008764500653704,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  42  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
109.0,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-5.198403198320728,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  40 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
37.0,"[ 60 200 320  40 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.014380627433978,"[ 60 200 320  40 160 280  60 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
18.0,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-3.7802853876434366,"[ 60 200 320  40 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
35.0,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.210039305117951,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
104.0,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-3.7567578114331948,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  40  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
82.0,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.3241670291184855,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
21.0,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.91103031189968,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  40  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
57.0,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.2414220861475975,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
37.0,"[ 60 200 320  60 160 280  20 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-5.040398459008263,"[ 60 200 320  60 160 280  40 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
114.0,"[ 60 200 320  60 160 280  20 200 320  80 160 320  20 160 320  60 180 300
  20 200 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.353803154936503,"[ 60 200 320  60 160 280  20 200 320  80 160 320  20 160 320  60 180 300
  20 180 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
19.0,"[ 60 200 320  40 160 280  20 200 320  80 160 320  20 160 320  60 180 300
  20 200 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.7943852602237556,"[ 60 200 320  60 160 280  20 200 320  80 160 320  20 160 320  60 180 300
  20 200 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
12.0,"[ 60 200 340  40 160 280  20 200 320  80 160 320  20 160 320  60 180 300
  20 200 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.3477308834736235,"[ 60 200 320  40 160 280  20 200 320  80 160 320  20 160 320  60 180 300
  20 200 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
23.0,"[ 60 200 340  40 160 280  20 200 320  80 160 320  20 160 320  60 180 300
  20 200 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   0   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]",-4.1767365060357236,"[ 60 200 340  40 160 280  20 200 320  80 160 320  20 160 320  60 180 300
  20 200 320  42  40  40  38  44  40  46  36  38  36  40  38  40  40  42
  40  40  42  38  38  38   1   0   1   1   1   0   1   1   0   0   0   0
   0   1   1   1   1   1   1   1   0]"
